FOLD,SHIP_NO,DWG_NO,TRUE_CODE,PRED_CODE
3,242606,SD32CC101,5_2,"1_1, 1_6"
3,242606,SD32CA201,5_2,"1_1, 1_G"
3,814206,WS42BJ101,5_2,"5_2, 1_E"
3,814206,WE42BJ101,5_2,"1_E, 1_5"
3,242006,SF21CA201,5_2,"1_1, 1_G"
3,254206,SE11CC101,5_2,"1_1, 5_2"
3,242806,SS17BA201,5_2,"1_1, 1_G"
3,816406,SE52BA201,5_2,"1_1, 1_2"
3,816406,SE41BC101,5_2,"1_1, 1_2"
3,814306,SS68BC101,5_2,"1_1, 1_G"
3,242806,SN31BA201,5_2,"1_1, 1_G"
3,242806,SB18BA201,5_2,"1_1, 5_2"
3,242706,SB18BA201,5_2,"1_1, 5_2"
3,252906,WD18BJ101,5_2,"1_E, 5_2"
3,252906,WD17BJ101,5_2,"1_E, 5_2"
3,252906,WD16BJ101,5_2,"1_E, 5_2"
3,242506,SS14BA201,5_2,"1_1, 1_G"
3,254406,SS15BA201,5_2,"1_1, 1_G"
3,252106,WS18BJ101,5_2,"1_E, 1_1"
3,252106,WS14BJ101,5_2,"1_E, 1_1"
3,245606,WF51CJ101,5_2,"5_2, 1_E"
3,242606,WD19BJ101,5_2,"1_E, 5_2"
3,242606,WD18BJ101,5_2,"1_E, 5_2"
3,242606,WD11BJ101,5_2,"1_E, 5_2"
3,242706,WF51CJ101,5_2,"5_2, 1_E"
3,242606,WF51CJ101,5_2,"5_2, 1_E"
3,816306,WD34PL701,5_2,"1_1, 5_2"
3,S09306,WB34PL701,5_2,"5_2, 9_2"
3,242006,SF41CA201,5_2,"1_1, 1_G"
3,816406,SE32CC101,5_2,"1_1, 1_2"
3,815906,SV23BA201,5_2,"1_1, 5_2"
3,242506,WS14BJ101,5_2,"1_E, 1_1"
3,816306,SE52BA201,5_2,"1_1, 1_2"
3,816406,SB31BA201,5_2,"1_1, 1_G"
3,247306,SE51BA201,5_2,"1_1, 1_2"
3,816406,WD17CL701,5_2,"5_2, 9_2"
3,242706,SF22CA201,5_2,"1_1, 1_G"
3,816406,N1D14F883,5_2,"1_1, 1_G"
3,S41106,SB13BA201,5_2,"1_1, 1_2"
3,254106,SS15BA201,5_2,"1_1, 1_G"
3,816406,WD11CL701,5_2,"5_2, 9_2"
3,814806,WN32SL701,5_2,"1_9, 5_2"
3,815906,SD16BA201,5_2,"1_1, 5_2"
3,254206,WS16BJ101,5_2,"1_E, 1_1"
3,254106,WS19BJ101,5_2,"1_E, 1_1"
3,254106,WS16BJ101,5_2,"1_E, 1_1"
3,254406,WS16BJ101,5_2,"1_E, 1_1"
3,252106,WS13BJ101,5_2,"1_E, 1_1"
3,409306,WF91PL701,5_2,"5_2, 1_E"
3,249306,SE51BC101,5_2,"1_1, 1_2"
3,249306,SE51BA201,5_2,"1_1, 1_2"
3,242806,SN31BC107,5_2,"5_2, 1_G"
3,242506,SD92PA201,5_2,"1_1, 1_G"
3,816406,SB15CC101,5_2,"1_1, 5_2"
3,816406,W1D14F851,5_2,"1_G, 1_D"
3,242506,WN21PL701,5_2,"9_2, 5_2"
3,S41906,SS16BA201,5_2,"1_1, 1_G"
3,S41906,SS15BA201,5_2,"1_1, 1_G"
3,254206,SE31BA201,5_2,"1_1, 1_2"
3,814706,SF71BA201,5_2,"1_1, 5_2"
3,251406,WF11CL701,5_2,"5_2, 1_9"
3,252706,SS19BC103,5_2,"1_1, 5_2"
3,252706,SS19BC101,5_2,"1_1, 5_2"
3,814006,2A800A080,5_2,"1_G, 1_6"
3,251706,2A800A060,5_2,"1_G, 1_1"
3,252106,SS17BA201,5_2,"1_1, 1_G"
3,814706,WH18CD713,5_2,"1_G, 1_2"
3,814606,WH18CD713,5_2,"1_G, 1_2"
3,408906,SF11CA201,5_2,"1_1, 5_2"
3,812406,WS16SF741,5_2,"1_G, 1_1"
3,812406,WS15SF741,5_2,"1_G, 1_1"
3,812406,WS15PF741,5_2,"1_G, 1_1"
3,812406,WS14PF741,5_2,"1_G, 1_1"
3,812406,WS13SF741,5_2,"1_G, 1_1"
3,252106,SE31BA201,5_2,"1_1, 1_2"
3,252006,SE31BA201,5_2,"1_1, 1_2"
3,249006,SE32CA201,5_2,"1_1, 1_2"
3,251806,SS15BA201,5_2,"1_1, 1_G"
3,247206,SB18BC106,5_2,"1_1, 5_2"
3,S41206,WT11PT741,5_2,1_1
3,251906,SF31CC103,5_2,"5_2, 1_1"
3,241906,SE51BC101,5_2,"1_1, 1_2"
3,251906,SE51BC101,5_2,"1_1, 1_2"
3,251806,SE51BA201,5_2,"1_1, 1_2"
3,251806,SE31BC103,5_2,"1_1, 1_2"
3,251506,SN21CC107,5_2,"1_E, 5_2"
3,251406,SN21CC107,5_2,"1_E, 5_2"
3,251506,SF31CC107,5_2,"5_2, 1_1"
3,249306,SE11CC101,5_2,"1_1, 5_2"
3,251506,SS14BA201,5_2,"1_1, 1_G"
3,242506,SE21BA201,5_2,"1_1, 1_G"
3,408806,NA600FB86,5_2,1_G
3,814706,WS61BJ101,5_2,"5_2, 1_E"
3,251706,SS19BA201,5_2,"1_1, 1_G"
3,252006,SE31BC101,5_2,"1_1, 1_2"
3,249106,SB18BC103,5_2,"1_1, 5_2"
3,249006,SB18BA201,5_2,"1_1, 5_2"
3,242306,SS13BC102,5_2,"1_1, 5_2"
3,242306,SS13BC101,5_2,"1_1, 5_2"
3,244806,SS15BA201,5_2,"1_1, 1_G"
3,408906,SS37BA201,5_2,"1_1, 1_2"
3,814706,SN91BA201,5_2,"1_1, 1_G"
3,S40206,NH51CD71D,5_2,"1_G, 1_1"
3,241906,SE32CA201,5_2,"1_1, 1_2"
3,814106,SF51BA201,5_2,"1_1, 1_E"
3,241906,SE32CA201,5_2,"1_1, 1_2"
3,251806,SE41BC101,5_2,"1_1, 5_2"
3,251706,SE41BC101,5_2,"1_1, 5_2"
3,244706,SS14BA201,5_2,"1_1, 1_G"
3,S09206,SS17BA201,5_2,"1_1, 1_G"
3,S09206,SS15BA201,5_2,"1_1, 1_G"
3,S09206,SS39BA201,5_2,"1_1, 5_2"
3,251406,SB13BC101,5_2,"1_1, 5_2"
3,251406,SB13BA201,5_2,"1_1, 5_2"
3,S09006,8A000H902,5_2,"9_2, 5_2"
3,251306,SB13BC101,5_2,"1_1, 5_2"
3,814606,WF92BJ101,5_2,"5_2, 1_E"
3,241706,SS11BA201,5_2,"1_1, 1_G"
3,241606,SS11BA201,5_2,"1_1, 1_G"
3,251506,SE31BA201,5_2,"1_1, 1_2"
3,251206,SE31BA201,5_2,"1_1, 1_2"
3,S40306,WS15PF751,5_2,"5_2, 1_1"
3,S40306,WS14SF751,5_2,"5_2, 1_1"
3,S40306,WS11SF751,5_2,"5_2, 1_1"
3,S08706,SB41BA201,5_2,"1_1, 5_2"
3,814006,SR64SA201,5_2,"1_1, 1_E"
3,248106,SS12BA201,5_2,"1_1, 1_G"
3,814606,3A200M011,5_2,"1_2, 1_E"
3,814706,SS52BA201,5_2,"1_1, 1_G"
3,241806,SF21CA202,5_2,"1_1, 1_G"
3,814606,SF61BA201,5_2,"1_1, 1_G"
3,246406,WD11BJ101,5_2,"1_E, 5_2"
3,813906,WU48BJ102,5_2,1_5
3,813906,WU47BJ102,5_2,1_5
3,814006,SS86BC101,5_2,1_7
3,251406,SE22BA201,5_2,"1_1, 1_G"
3,246706,N1D14F832,5_2,"1_1, 1_G"
3,814706,SD55BA201,5_2,"1_1, 5_2"
3,814606,WF81BJ101,5_2,"1_E, 5_2"
3,241806,SB38BA201,5_2,"1_1, 1_G"
3,S09206,8A000H902,5_2,"9_2, 5_2"
3,814006,2A000B009,5_2,"5_2, 1_G"
3,241606,SE42BA201,5_2,"1_1, 1_2"
3,814606,SS58BA201,5_2,"1_1, 1_G"
3,238806,SE32CA201,5_2,"1_1, 1_2"
3,813406,ST12CA201,5_2,"1_1, 5_2"
3,814606,SY10PA201,5_2,"1_1, 5_2"
3,814606,SY03PA201,5_2,"5_2, 1_1"
3,814706,SS53BA201,5_2,"1_1, 1_G"
3,247706,SN21CA201,5_2,"1_1, 1_G"
3,814706,SS32BA201,5_2,"1_1, 1_G"
3,814606,WE41PF74A,5_2,"1_2, 1_1"
3,814606,WE46PF74A,5_2,"1_2, 1_1"
3,S40206,WS20SF751,5_2,"5_2, 1_G"
3,S40206,WS19PF751,5_2,"5_2, 1_1"
3,S40206,WS12SF751,5_2,"5_2, 1_1"
3,241506,SE42BC108,5_2,"1_1, 5_2"
3,249906,SE22BC107,5_2,"1_1, 1_G"
3,249906,SE22BA202,5_2,"1_1, 1_G"
3,250006,SE11CC107,5_2,"1_1, 5_2"
3,250006,SE11CA202,5_2,"1_1, 1_G"
3,244706,SS14BC101,5_2,"1_1, 5_2"
3,244606,SS14BA201,5_2,"1_1, 1_G"
3,241606,SE22BC107,5_2,"1_1, 1_G"
3,241506,SE22BA202,5_2,"1_1, 1_G"
3,241606,SE12CC107,5_2,"1_1, 5_2"
3,240206,SE12CA202,5_2,"1_1, 1_G"
3,241506,SE11CA202,5_2,"1_1, 1_G"
3,812306,WV17CT642,5_2,1_7
3,812306,WV27CT642,5_2,1_7
3,814606,WF94PL701,5_2,"9_2, 9_4"
3,814606,SN71BA201,5_2,"1_1, 5_2"
3,241706,SF21CA202,5_2,"1_1, 1_G"
3,242106,SN21BA202,5_2,"1_1, 1_G"
3,241706,SN21BA202,5_2,"1_1, 1_G"
3,408806,WS37BJ101,5_2,"1_E, 5_2"
3,408806,WT14CJ101,5_2,1_E
3,246106,SN21BA201,5_2,"1_1, 1_G"
3,814606,SB31BC101,5_2,"9_4, 1_1"
3,814506,WN25PL701,5_2,5_2
3,241306,SS14BA201,5_2,"1_1, 1_G"
3,245306,SS17BA201,5_2,"1_1, 1_G"
3,239606,NH21CW793,5_2,1_5
3,813906,8A000H902,5_2,"9_2, 5_2"
3,813806,SR72CA201,5_2,"1_1, 1_G"
3,812306,SE24BA201,5_2,"1_1, 1_A"
3,812306,SE11CA201,5_2,"1_1, 1_G"
3,239906,8A000H902,5_2,"9_2, 5_2"
3,813806,WF91SL701,5_2,"9_2, 9_4"
3,244906,WN31SL701,5_2,"5_2, 1_E"
3,813906,WU61PL701,5_2,"5_2, 9_2"
3,246406,SB31BA201,5_2,"1_1, 1_G"
3,813906,WD16PL701,5_2,"5_2, 9_2"
3,813406,WE11CL701,5_2,"1_1, 1_A"
3,245006,WN50CJ101,5_2,"5_2, 1_5"
3,240006,SE42BC102,5_2,"1_1, 5_2"
3,239906,SE42BC101,5_2,"1_1, 5_2"
3,246406,SN21CA201,5_2,"1_1, 1_G"
3,813406,SS13BA201,5_2,"1_1, 1_G"
3,244906,SS17BC101,5_2,"1_1, 5_2"
3,244906,SS17BA201,5_2,"1_1, 1_G"
3,239106,SS17BA201,5_2,"1_1, 1_G"
3,239206,SS17BA201,5_2,"1_1, 1_G"
3,813806,8A000H902,5_2,"9_2, 5_2"
3,813906,WS63BJ101,5_2,"5_2, 1_E"
3,814506,WB25CJ102,5_2,1_E
3,813906,WS51BJ101,5_2,"5_2, 1_E"
3,245006,SN31BA201,5_2,"1_1, 1_G"
3,244906,SN31BC107,5_2,"5_2, 1_G"
3,813806,WS86PL701,5_2,"5_2, 1_9"
3,S08606,SS38BA201,5_2,"1_1, 5_2"
3,813806,WS87PL701,5_2,"5_2, 1_9"
3,812306,SE11CC101,5_2,"1_1, 1_2"
3,813906,WS68BJ101,5_2,"5_2, 1_E"
3,813906,WS67BJ101,5_2,"5_2, 1_E"
3,813906,WN61BJ101,5_2,"5_2, 1_E"
3,247806,SS19BA201,5_2,"1_1, 1_G"
3,246006,SE32CC105,5_2,"1_1, 1_2"
3,813806,WS88PL701,5_2,"5_2, 1_9"
3,811806,SV61CA201,5_2,"1_1, 1_B"
3,S08706,SS34BA201,5_2,"1_1, 5_2"
3,813906,SN50CA201,5_2,"1_1, 5_2"
3,246306,SE51BA201,5_2,"1_1, 1_2"
3,241306,SS14BA201,5_2,"1_1, 1_G"
3,239906,SS14BA201,5_2,"1_1, 1_G"
3,240806,SS17BC101,5_2,"1_1, 5_2"
3,246306,SB15BC101,5_2,"1_1, 5_2"
3,246206,SB15BA201,5_2,"1_1, 5_2"
3,245206,SB15BC101,5_2,"1_1, 5_2"
3,407506,SE41BC102,5_2,"1_1, 1_2"
3,239406,SB32BA201,5_2,"1_1, 1_G"
3,809806,WV14BJ102,5_2,"1_9, 1_E"
3,813406,WS14BJ101,5_2,"1_E, 5_2"
3,813406,WT21BJ101,5_2,1_E
3,813406,WT15CJ101,5_2,"1_E, 5_2"
3,239706,SD16BA201,5_2,"1_1, 1_G"
3,239506,SE11CC101,5_2,"1_1, 5_2"
3,241306,SF61BA201,5_2,"1_1, 1_G"
3,809006,WS32BJ101,5_2,"1_E, 5_2"
3,813806,SS13BA201,5_2,"1_1, 1_G"
3,241106,WN50CJ101,5_2,"5_2, 1_5"
3,813006,WS49BJ101,5_2,"5_2, 1_E"
3,246306,SB15BC101,5_2,"1_1, 5_2"
3,246206,SB15BC105,5_2,"1_1, 5_2"
3,245306,SB15BC105,5_2,"1_1, 5_2"
3,813006,WS45BJ101,5_2,"5_2, 1_E"
3,813006,WS15BJ101,5_2,"1_E, 5_2"
3,813006,WS13BJ101,5_2,"1_E, 5_2"
3,813006,WS12BJ101,5_2,"1_E, 5_2"
3,239706,SB32BA201,5_2,"1_1, 1_G"
3,239606,SD38CA201,5_2,"1_1, 1_G"
3,239606,SD34CA201,5_2,"1_1, 1_G"
3,239606,SD11BA201,5_2,"1_1, 1_G"
3,239506,SD37CA201,5_2,"1_1, 1_G"
3,239506,SD33CA201,5_2,"1_1, 1_G"
3,809006,WH12CJ401,5_2,"1_E, 5_2"
3,S40006,8A000H902,5_2,"9_2, 5_2"
3,407906,SB16CA201,5_2,"1_1, 1_G"
3,408006,SB16CA201,5_2,"1_1, 1_G"
3,407506,NH11CH714,5_2,1_1
3,245206,SE51BC105,5_2,"1_1, 1_2"
3,246206,SE51BC105,5_2,"1_1, 1_2"
3,245406,SE51BC103,5_2,"1_1, 1_2"
3,244906,SE31BA201,5_2,"1_1, 1_2"
3,813406,WT14CL701,5_2,"5_2, 1_9"
3,812206,SV16BA201,5_2,"5_2, 1_1"
3,813006,WF51PL701,5_2,"1_9, 1_E"
3,S40806,SE42BA201,5_2,"1_1, 5_2"
3,813806,SS17BA201,5_2,"1_1, 1_G"
3,239506,SE51BA201,5_2,"1_1, 1_2"
3,239306,SE51BA201,5_2,"1_1, 1_2"
3,232706,SE41BA201,5_2,"1_1, 1_2"
3,812206,SV15BA201,5_2,"5_2, 1_1"
3,810306,WS11PF747,5_2,"1_G, 1_1"
3,237906,SE41BC101,5_2,"1_1, 5_2"
3,246306,SB14BA201,5_2,"1_1, 5_2"
3,245406,SB14BA201,5_2,"1_1, 5_2"
3,236506,ND13ST711,5_2,"5_2, 1_G"
3,241106,SS17BC103,5_2,"1_1, 5_2"
3,241106,SS17BA201,5_2,"1_1, 1_G"
3,239506,SS17BA201,5_2,"1_1, 1_G"
3,239006,WS19BJ101,5_2,"1_E, 1_1"
3,808906,NH12CT711,5_2,"1_1, 1_G"
3,S08806,8A000H902,5_2,"9_2, 5_2"
3,245806,SD11BA201,5_2,"1_1, 1_G"
3,S40006,SE41BA201,5_2,"1_1, 5_2"
3,812206,SV11BC101,5_2,"5_2, 1_E"
3,812206,SV11BA201,5_2,"5_2, 1_1"
3,S40006,SB16BA201,5_2,"1_1, 1_2"
3,232606,8A000H912,5_2,"9_2, 5_2"
3,409206,SF91BA201,5_2,"5_2, 1_1"
3,809806,WV14BJ102,5_2,"1_9, 1_E"
3,809206,SD24BA201,5_2,"1_1, 1_7"
3,812106,SB17BC107,5_2,"1_1, 5_2"
3,S90106,2A800A060,5_2,"1_G, 1_6"
3,240806,SS17BA201,5_2,"1_1, 1_G"
3,813006,SS11BC101,5_2,"1_1, 9_4"
3,813006,SS11BA201,5_2,"1_1, 1_G"
3,240806,SE21BA201,5_2,"1_1, 1_G"
3,240806,SD13BA201,5_2,"1_1, 1_G"
3,809806,WD16BJ401,5_2,"5_2, 1_1"
3,237706,WL18CJ101,5_2,"1_E, 5_2"
3,810306,SS12BC102,5_2,"1_1, 9_4"
3,810306,SS12BA201,5_2,"1_1, 1_G"
3,237706,WL15CJ101,5_2,"1_E, 5_2"
3,240806,SE31BA201,5_2,"1_1, 1_2"
3,238006,WL14CJ101,5_2,"1_E, 5_2"
3,238006,WL12CJ101,5_2,"1_E, 5_2"
3,237906,WL16CJ101,5_2,"1_E, 5_2"
3,240806,SE52BC104,5_2,"1_1, 1_2"
3,240806,SE52BC101,5_2,"1_1, 1_2"
3,240806,SE52BA201,5_2,"1_1, 1_2"
3,237806,WL17CJ101,5_2,"1_E, 5_2"
3,239006,SD15BA201,5_2,"1_1, 1_G"
3,238906,SD18BA201,5_2,"1_1, 1_G"
3,238906,SB17BA201,5_2,"1_1, 5_2"
3,240806,SF61BA201,5_2,"1_1, 1_G"
3,261006,WN31BJ102,5_2,"1_1, 5_2"
3,824106,SV33BA201,5_2,"1_1, 5_2"
3,264306,WF61BJ102,5_2,"5_2, 1_E"
3,262906,SB32BA201,5_2,"1_1, 1_G"
3,265006,SB31BA201,5_2,"1_1, 1_G"
3,260906,WB38BJ102,5_2,"1_E, 1_1"
3,822006,WE41BJ102,5_2,"1_E, 1_5"
3,821706,WD17BJ101,5_2,"5_2, 1_E"
3,261006,SN11CA201,5_2,"1_1, 5_2"
3,822606,SF71BA201,5_2,"1_1, 5_2"
3,265006,SN21BA201,5_2,"1_1, 1_G"
3,260906,WD36CJ101,5_2,"1_E, 1_9"
3,260906,WD35CJ101,5_2,"1_E, 1_9"
3,260906,SF71BA201,5_2,"1_1, 1_8"
3,260906,WF11CJ102,5_2,"5_2, 1_9"
3,263606,1A000E009,5_2,"1_G, 1_1"
3,265106,1A000E009,5_2,"1_G, 1_1"
3,820206,WD11PL701,5_2,"5_2, 9_2"
3,260906,WB32BJ102,5_2,"1_E, 1_1"
3,261006,WL17CJ101,5_2,"1_E, 5_2"
3,263606,SD19BA201,5_2,"1_1, 1_G"
3,822606,WB13PL701,5_2,"9_2, 5_2"
3,822606,WT11SL701,5_2,"5_2, 1_9"
3,821006,WD12CJ101,5_2,"5_2, 1_E"
3,260906,WB39BJ102,5_2,"1_E, 1_1"
3,821306,WB14CJ101,5_2,"5_2, 1_9"
3,820906,WS14BJ101,5_2,"1_E, 5_2"
3,821706,SD34BA201,5_2,"1_1, 5_2"
3,820906,WS12BJ101,5_2,"1_E, 5_2"
3,820106,SD38BA201,5_2,"1_1, 5_2"
3,820106,SD34BA201,5_2,"1_1, 5_2"
3,820206,SD31BA201,5_2,"1_1, 5_2"
3,260806,SE32CA202,5_2,"1_1, 1_2"
3,261206,SB15BA201,5_2,"1_1, 5_2"
3,261206,SB13BA201,5_2,"1_1, 5_2"
3,S43106,WH51CH716,5_2,"1_5, 1_G"
3,820206,SD36BA201,5_2,"1_1, 5_2"
3,821706,SD33BA201,5_2,"1_1, 5_2"
3,261206,SF31CA201,5_2,"1_1, 1_G"
3,261206,SN11CA201,5_2,"1_1, 5_2"
3,820106,SS12BA201,5_2,"1_1, 1_G"
3,249706,SS12BA201,5_2,"1_1, 1_G"
3,263106,SB57CA201,5_2,"1_1, 1_2"
3,263106,SB55CA201,5_2,"1_1, 1_2"
3,821306,WE52BJ102,5_2,"5_2, 1_1"
3,820606,WF61BJ101,5_2,1_E
3,821606,SV42CA201,5_2,"5_2, 1_1"
3,S43006,SE32BA202,5_2,"1_1, 1_2"
3,819506,WD11CL701,5_2,"5_2, 9_2"
3,820606,SD35BA201,5_2,"1_1, 5_2"
3,820606,SL52SA201,5_2,"1_1, 5_2"
3,820606,SL39SA201,5_2,"5_2, 1_7"
3,820606,SL36SA201,5_2,"5_2, 1_7"
3,820606,SL35SA201,5_2,"5_2, 1_7"
3,820606,SL27SA201,5_2,"5_2, 1_1"
3,820606,SL24SA201,5_2,"5_2, 1_1"
3,263506,SE32CC107,5_2,"1_1, 1_2"
3,263506,SE32CC106,5_2,"1_1, 1_2"
3,820606,SS64BA201,5_2,"1_1, 1_G"
3,410006,WS37BJ102,5_2,"1_E, 5_2"
3,260306,SB32BC103,5_2,"1_1, 1_6"
3,260306,SB31BA201,5_2,"1_1, 1_G"
3,260206,SB32BC103,5_2,"1_1, 1_6"
3,260206,SB32BA201,5_2,"1_1, 1_G"
3,818806,SD17BA201,5_2,"1_1, 5_2"
3,259206,SB19CC107,5_2,"1_1, 5_2"
3,818506,WV13SL701,5_2,"5_2, 1_G"
3,S09706,SB72BA201,5_2,"1_1, 5_2"
3,820006,SV13BA201,5_2,"5_2, 1_1"
3,821406,SS13BA201,5_2,"1_1, 1_G"
3,820106,SV65CA201,5_2,"1_1, 1_B"
3,820606,SE41BA201,5_2,"1_1, 1_2"
3,820606,SN22BA201,5_2,"1_1, 1_G"
3,818106,ND93CE715,5_2,"6_1, 1_G"
3,821606,SV24BA201,5_2,"1_1, 5_2"
3,821606,SV22BA201,5_2,"1_1, 5_2"
3,S43006,SD15BA201,5_2,"1_1, 5_2"
3,S43006,SD13BA201,5_2,"1_1, 5_2"
3,S42906,SD20BA201,5_2,"5_2, 1_1"
3,S42906,SD18BA201,5_2,"1_1, 5_2"
3,S43106,SD11BA201,5_2,"1_1, 5_2"
3,258206,WB13BJ102,5_2,"1_1, 1_E"
3,258106,WB13BJ102,5_2,"1_1, 1_E"
3,821606,SV34BA201,5_2,"1_1, 5_2"
3,821406,SB17CA201,5_2,"1_1, 5_2"
3,821406,SB15CA201,5_2,"1_1, 5_2"
3,821406,SB12CA201,5_2,"1_1, 5_2"
3,258106,WB16BJ101,5_2,"1_1, 1_E"
3,821606,SB11BA201,5_2,"1_1, 5_2"
3,263806,NH11CY712,5_2,"1_G, 1_1"
3,818606,SB75BA201,5_2,"1_1, 5_2"
3,818606,SB72BA201,5_2,"1_1, 5_2"
3,820606,SL74SA201,5_2,"5_2, 1_1"
3,820606,SL70SA201,5_2,"5_2, 1_1"
3,820606,SL65BA201,5_2,"5_2, 1_1"
3,820606,WD78SL701,5_2,"5_2, 1_9"
3,260206,WH21CY711,5_2,"1_G, 1_1"
3,820506,WF52CJ101,5_2,"1_E, 5_2"
3,820506,WF51BJ101,5_2,"1_E, 5_2"
3,262706,WE41PL701,5_2,"1_1, 5_2"
3,S43006,SD20BA201,5_2,"5_2, 1_1"
3,S43006,SD17BA201,5_2,"1_1, 5_2"
3,S43006,SD15BA201,5_2,"1_1, 5_2"
3,S43006,SD14BA201,5_2,"1_1, 5_2"
3,S43006,SD12BA201,5_2,"1_1, 5_2"
3,410006,SE32BA201,5_2,"1_2, 1_1"
3,260206,WE41PL701,5_2,"1_1, 5_2"
3,249706,WN40CJ101,5_2,"1_E, 5_2"
3,263706,WB19CJ102,5_2,"1_1, 1_E"
3,263706,WB12BJ102,5_2,"1_1, 1_E"
3,S43206,SB38BC106,5_2,"1_1, 5_2"
3,820006,SV33BC101,5_2,"5_2, 1_1"
3,819506,SS14BA201,5_2,"1_1, 1_G"
3,819506,SS11BA201,5_2,"1_1, 1_G"
3,819506,SS24BA201,5_2,"1_1, 1_G"
3,819506,SS25BA201,5_2,"1_1, 1_G"
3,819506,SS24BA201,5_2,"1_1, 1_G"
3,817406,SE51BA201,5_2,"1_1, 1_2"
3,818206,W2D17T952,5_2,"1_G, 1_2"
3,819206,SD13BA201,5_2,"1_1, 5_2"
3,818306,SD16BA201,5_2,"1_1, 5_2"
3,818306,SD13BA201,5_2,"1_1, 5_2"
3,818306,SS16BA201,5_2,"1_1, 1_G"
3,817106,WE22BJ101,5_2,"5_2, 1_E"
3,817006,WE22BJ101,5_2,"5_2, 1_E"
3,243906,WB17PL701,5_2,"9_2, 1_E"
3,818506,SV11BA201,5_2,"5_2, 1_1"
3,818406,WF11CL701,5_2,"1_9, 5_2"
3,818306,WB14PL701,5_2,"9_2, 5_2"
3,818306,SB13BA201,5_2,"1_1, 5_2"
3,818206,SB13BA201,5_2,"1_1, 5_2"
3,243706,1A000E002,5_2,"1_G, 1_1"
3,255606,SS18BA201,5_2,"1_1, 1_G"
3,253706,SE52BC101,5_2,"1_1, 1_2"
3,S43006,SD16BA201,5_2,"1_1, 5_2"
3,S43006,SD15BA201,5_2,"1_1, 5_2"
3,S43006,SD11BA201,5_2,"1_1, 5_2"
3,817806,SD92CA201,5_2,"1_1, 5_2"
3,243906,SF11CA201,5_2,"1_1, 5_2"
3,257806,W1D18T852,5_2,"1_1, 1_G"
3,817506,ND91PF783,5_2,"1_G, 1_1"
3,817106,NH11CD71A,5_2,"1_1, 1_G"
3,255706,SS11BA201,5_2,"1_1, 1_G"
3,818506,SV42BA201,5_2,"5_2, 1_1"
3,818406,SV42BA201,5_2,"5_2, 1_1"
3,102721,1A000E008,5_2,"1_G, 1_1"
3,249406,SN11CA201,5_2,"1_1, 5_2"
3,255606,N1D11T811,5_2,"1_1, 1_G"
3,243806,1A000E002,5_2,"1_G, 1_1"
3,243706,1A000E002,5_2,"1_G, 1_1"
3,250606,WD93PL701,5_2,9_2
3,257806,SF21CA201,5_2,"1_1, 1_G"
3,255606,SE41BA201,5_2,"1_1, 1_2"
3,255606,SE42BA201,5_2,"1_1, 1_2"
3,S09906,WH11CD711,5_2,"1_G, 1_2"
3,249606,SS17BA201,5_2,"1_1, 1_G"
3,249706,SB38BA202,5_2,"1_1, 1_G"
3,249506,SB38BA202,5_2,"1_1, 1_G"
3,255506,SS14BA201,5_2,"1_1, 1_G"
3,255506,SS13BA201,5_2,"1_1, 1_G"
3,258306,WT12BJ101,5_2,"1_1, 1_E"
3,258006,WT12BJ101,5_2,"1_1, 1_E"
3,257906,WT12BJ101,5_2,"1_1, 1_E"
3,257506,WH51CY711,5_2,"1_G, 1_1"
3,260206,SN11CA201,5_2,"1_1, 5_2"
3,258306,SS13BA201,5_2,"1_1, 1_G"
3,818006,WS11PL701,5_2,"1_9, 5_2"
3,818106,WD11BT4IA,5_2,"1_9, 1_E"
3,251006,SV61CA201,5_2,1_1
3,817506,WH32CL701,5_2,1_9
3,817106,SV12BA201,5_2,"5_2, 1_1"
3,250306,WE22BJ101,5_2,"5_2, 1_9"
3,256606,NH51CY712,5_2,"1_1, 1_G"
3,818506,SV42BA201,5_2,"5_2, 1_1"
3,818306,SB12BA201,5_2,"1_1, 5_2"
3,818206,SS16BA201,5_2,"1_1, 1_G"
3,818406,WV11SL701,5_2,"5_2, 1_G"
3,255706,SS17BC101,5_2,"1_1, 5_2"
3,255506,SS18BC101,5_2,"1_1, 5_2"
3,815106,SF95BA201,5_2,"1_1, 1_A"
3,815106,SB17BC107,5_2,"1_1, 5_2"
3,249406,SE24BA201,5_2,"1_1, 1_G"
3,250906,SV75CC102,5_2,"5_2, 1_1"
3,250906,SV74CC102,5_2,"5_2, 1_1"
3,250906,SV71CC102,5_2,"5_2, 1_1"
3,257706,SF11CA201,5_2,"1_1, 5_2"
3,255806,SB14BA201,5_2,"1_1, 5_2"
3,255706,SB14BA201,5_2,"1_1, 5_2"
3,S41406,SS14BA201,5_2,"1_1, 1_G"
3,816206,WH31CJ101,5_2,"1_1, 1_6"
3,816106,SD18BA201,5_2,"1_1, 5_2"
3,816606,SD16CA201,5_2,"1_1, 5_2"
3,816506,NH11CH721,5_2,"5_2, 1_1"
3,816106,N2D14T921,5_2,"1_1, 1_3"
3,253406,WS18PL701,5_2,"1_E, 1_1"
3,817406,WE12CJ102,5_2,"5_2, 1_E"
3,817406,WE11CJ102,5_2,"5_2, 1_E"
3,816506,NH21CY712,5_2,"1_G, 1_5"
3,254706,SD13BA201,5_2,"1_1, 1_G"
3,817406,SS21BC101,5_2,"1_1, 9_4"
