FOLD,SHIP_NO,DWG_NO,TRUE_CODE,PRED_CODE
1,239206,SN31BC106,5_2,"5_2, 1_G"
1,239206,SN31BA202,5_2,"1_1, 1_G"
1,239206,SN31BA201,5_2,"1_1, 1_G"
1,237906,SS19BA201,5_2,"1_1, 1_G"
1,813006,WS46PT754,5_2,"1_G, 1_2"
1,813906,WS66BJ101,5_2,"5_2, 1_E"
1,246306,SE41BA201,5_2,"1_1, 1_2"
1,247806,SS18BA201,5_2,"1_1, 1_G"
1,247706,SS18BA201,5_2,"1_1, 1_G"
1,813806,WN51PF712,5_2,"1_1, 1_7"
1,813806,WU23PL701,5_2,"1_9, 1_1"
1,247706,WF61SL701,5_2,"1_9, 1_E"
1,247706,WF61PL701,5_2,"1_9, 1_E"
1,812306,SS13BA201,5_2,"1_1, 1_G"
1,246306,SB14BA201,5_2,"1_1, 5_2"
1,244906,WE11CL701,5_2,"5_2, 1_1"
1,S08706,SS14BC104,5_2,"1_1, 1_6"
1,247906,SB31BA201,5_2,"1_1, 1_G"
1,247706,SB31BA201,5_2,"1_1, 1_G"
1,245006,SS17BA201,5_2,"1_1, 1_G"
1,239106,SS17BC101,5_2,"1_1, 5_2"
1,246306,SE51BC105,5_2,"1_1, 1_2"
1,812906,WR80SL701,5_2,"5_2, 9_2"
1,239506,SB13BA201,5_2,"1_1, 5_2"
1,245806,SB38BA201,5_2,"1_1, 1_G"
1,240706,SB38BA201,5_2,"1_1, 1_G"
1,246306,SB15BA201,5_2,"1_1, 5_2"
1,245306,SB15BC101,5_2,"1_1, 5_2"
1,245206,SB15BA201,5_2,"1_1, 5_2"
1,407506,SE41BA201,5_2,"1_1, 1_2"
1,810206,WH41CL701,5_2,1_9
1,809806,WV31BJ102,5_2,"5_2, 1_E"
1,813406,WS18BJ101,5_2,"1_E, 5_2"
1,813406,WS16BJ101,5_2,"1_E, 5_2"
1,813406,WS15BJ101,5_2,"1_E, 5_2"
1,813406,WS11BJ101,5_2,"1_E, 5_2"
1,239806,SN31BA201,5_2,"1_1, 1_G"
1,247606,SE11CA201,5_2,"1_1, 1_G"
1,808906,WH12CJ401,5_2,"1_E, 5_2"
1,236506,ND17ST721,5_2,"5_2, 1_G"
1,239906,SF61BA201,5_2,"1_1, 1_G"
1,239806,SF61BA201,5_2,"1_1, 1_G"
1,239506,SF61BA201,5_2,"1_1, 1_G"
1,813806,8A000H902,5_2,"9_2, 5_2"
1,239506,WN31BJ101,5_2,"1_1, 5_2"
1,813006,WS46BJ101,5_2,"5_2, 1_E"
1,246206,SB15BA201,5_2,"1_1, 5_2"
1,245406,SB15BC101,5_2,"1_1, 5_2"
1,810306,SD12CA201,5_2,"1_1, 5_2"
1,813006,WS19BJ101,5_2,"1_E, 5_2"
1,239606,SB32BA201,5_2,"1_1, 1_G"
1,812106,N2D15T935,5_2,"1_1, 1_3"
1,813406,SN31BA201,5_2,"1_1, 1_G"
1,S40906,8A000H902,5_2,"9_2, 5_2"
1,241206,SD36CA201,5_2,"1_1, 1_G"
1,241206,SD34CA201,5_2,"1_1, 1_G"
1,239506,SD36CA201,5_2,"1_1, 1_G"
1,809006,WE44CJ101,5_2,"1_E, 1_5"
1,809006,WH33CJ401,5_2,1_E
1,S40906,8A000H902,5_2,"9_2, 5_2"
1,232706,WH21CJ101,5_2,"1_E, 1_1"
1,812906,8A000H910,5_2,"9_2, 5_2"
1,237706,1A000E002,5_2,"1_G, 1_1"
1,239206,SE31BA201,5_2,"1_1, 1_2"
1,239506,WH11CW724,5_2,"1_G, 1_1"
1,812106,SV26BA201,5_2,"1_1, 5_2"
1,812206,SV34BA201,5_2,"1_1, 5_2"
1,S40806,SE42BA201,5_2,"1_1, 5_2"
1,812906,WF51PL701,5_2,"1_9, 1_E"
1,S40806,SE42BC101,5_2,"1_1, 1_G"
1,241106,WE11CL701,5_2,"5_2, 1_1"
1,241106,SE51BA201,5_2,"1_1, 1_2"
1,239406,SE51BA201,5_2,"1_1, 1_2"
1,237706,WN31BJ101,5_2,"1_1, 5_2"
1,812206,WT11CJ101,5_2,"1_E, 5_2"
1,809006,WH22CL701,5_2,"5_2, 1_6"
1,245106,SB15BC105,5_2,"1_1, 5_2"
1,245106,SB15BC101,5_2,"1_1, 5_2"
1,245106,SB15BA201,5_2,"1_1, 5_2"
1,812906,WR78SL701,5_2,1_1
1,813806,WD13BJ101,5_2,"5_2, 1_E"
1,813806,WD12BJ101,5_2,"5_2, 1_E"
1,813806,WD11CJ101,5_2,"5_2, 1_E"
1,239506,SS17BC103,5_2,"1_1, 5_2"
1,239506,SS13BA201,5_2,"1_1, 1_G"
1,239406,SS17BC103,5_2,"1_1, 5_2"
1,239406,SS17BA201,5_2,"1_1, 1_G"
1,232706,SF11CA201,5_2,"1_1, 5_2"
1,240706,WS18BJ101,5_2,"1_E, 1_1"
1,232806,WN50CJ101,5_2,"5_2, 1_5"
1,239406,SS17BA201,5_2,"1_1, 1_G"
1,S40006,8A000H902,5_2,"9_2, 5_2"
1,237806,WE21PL701,5_2,"1_1, 5_2"
1,810306,SN31BA201,5_2,"1_1, 1_G"
1,809206,SS35BA201,5_2,"1_1, 1_G"
1,409306,SF91BA201,5_2,"5_2, 1_1"
1,809806,WV15BJ102,5_2,"1_9, 1_E"
1,809806,WV11BJ102,5_2,"1_9, 1_E"
1,232706,SB12BA201,5_2,"1_1, 5_2"
1,813006,WD76PL701,5_2,"5_2, 1_9"
1,810206,SE41BA201,5_2,"1_1, 1_2"
1,236606,ND11PT721,5_2,"5_2, 1_G"
1,812106,SB17BA201,5_2,"1_1, 5_2"
1,238506,SS11BA201,5_2,"1_1, 1_G"
1,810306,SS11BC101,5_2,"1_1, 9_4"
1,810306,SS11BA201,5_2,"1_1, 1_G"
1,810206,SS11BC103,5_2,"1_1, 9_4"
1,809206,SN23BA201,5_2,"1_1, 1_G"
1,809806,WD15BJ401,5_2,"5_2, 1_1"
1,810206,SS12BC101,5_2,"1_1, 9_4"
1,810306,SS12BC103,5_2,"1_1, 9_4"
1,238006,WL17CJ101,5_2,"1_E, 5_2"
1,240806,SE51BA201,5_2,"1_1, 1_2"
1,239006,WT12PF741,5_2,"1_G, 1_6"
1,808906,SD21BC101,5_2,"1_1, 1_7"
1,237906,WL17CJ101,5_2,"1_E, 5_2"
1,237906,WL11CJ101,5_2,"1_E, 5_2"
1,237806,WL15CJ101,5_2,"1_E, 5_2"
1,237806,WL13CJ101,5_2,"1_E, 5_2"
1,237806,WL12CJ101,5_2,"1_E, 5_2"
1,237806,WL11CJ101,5_2,"1_E, 5_2"
1,238906,SD17BA201,5_2,"1_1, 1_G"
1,238906,SD14BA201,5_2,"1_1, 1_G"
1,232706,SE23BA201,5_2,"1_1, 1_G"
1,239006,SE31BA201,5_2,"1_1, 1_2"
1,240706,SF61BA201,5_2,"1_1, 1_G"
1,814006,SN21CA201,5_2,"1_1, 1_G"
1,260906,WF61BJ102,5_2,"5_2, 1_E"
1,261006,WL19CJ101,5_2,"1_E, 5_2"
1,261006,WL18CJ101,5_2,"1_E, 5_2"
1,264906,SB32BA201,5_2,"1_1, 1_G"
1,261006,WT12BJ101,5_2,"1_1, 1_E"
1,263606,WB17PL701,5_2,"9_2, 1_E"
1,264706,WF61BJ102,5_2,"5_2, 1_E"
1,264406,WF61BJ102,5_2,"5_2, 1_E"
1,822606,WF11CL701,5_2,"1_9, 5_2"
1,263606,SB32BA201,5_2,"1_1, 1_G"
1,263606,SB31BA201,5_2,"1_1, 1_G"
1,261006,WF61SL701,5_2,"1_9, 1_E"
1,261006,WF61PL701,5_2,"1_9, 1_E"
1,260906,WD38CJ101,5_2,"1_E, 1_9"
1,821906,SB39BC107,5_2,"9_4, 1_1"
1,260906,WT11BJ101,5_2,"1_1, 1_E"
1,821806,SB38BA201,5_2,"1_1, 1_G"
1,821706,WD11PL701,5_2,"5_2, 9_2"
1,261006,WL15CJ101,5_2,"1_E, 5_2"
1,260906,SS19BA201,5_2,"1_1, 1_G"
1,261006,WT15BJ101,5_2,"1_1, 1_E"
1,260906,SB32BA201,5_2,"1_1, 1_G"
1,822606,WE52BJ101,5_2,"5_2, 1_1"
1,264706,WF11CJ102,5_2,"5_2, 1_9"
1,822406,WE52BJ101,5_2,"5_2, 1_1"
1,824106,SE51BA201,5_2,"1_1, 1_2"
1,822406,SF71BA201,5_2,"1_1, 5_2"
1,260906,SS18BA201,5_2,"1_1, 1_G"
1,824106,NH11CH711,5_2,"5_2, 1_1"
1,822506,WT11SL701,5_2,"5_2, 1_9"
1,822606,SB19CA201,5_2,"1_1, 5_2"
1,821006,WD15CJ101,5_2,"5_2, 1_E"
1,260906,WF11CJ102,5_2,"5_2, 1_9"
1,821406,WB12CJ101,5_2,"5_2, 1_9"
1,821306,WB15CJ101,5_2,"5_2, 1_9"
1,261206,SE41BA201,5_2,"1_1, 1_2"
1,261206,SE24BA201,5_2,"1_1, 1_G"
1,821006,SS13BA201,5_2,"1_1, 1_G"
1,821706,SD93CA201,5_2,"1_1, 5_2"
1,821706,SD36BA201,5_2,"1_1, 5_2"
1,821706,SD33BA201,5_2,"1_1, 5_2"
1,821706,SD32BA201,5_2,"1_1, 5_2"
1,820906,WT12CJ101,5_2,"1_E, 5_2"
1,820106,SD36BA201,5_2,"1_1, 5_2"
1,820106,SD33BA201,5_2,"1_1, 5_2"
1,821706,SD92CA201,5_2,"1_1, 5_2"
1,820106,SD93CA201,5_2,"1_1, 5_2"
1,821706,SD92CA201,5_2,"1_1, 5_2"
1,821606,WD18BJ102,5_2,"5_2, 1_E"
1,820906,WB17CJ102,5_2,"5_2, 1_9"
1,818706,WS23SL701,5_2,"1_9, 9_2"
1,261206,SF41BA201,5_2,"1_1, 1_G"
1,820106,SD12BA201,5_2,"1_1, 5_2"
1,263106,SB58CA201,5_2,"1_1, 1_2"
1,820606,WS20BJ101,5_2,"1_1, 1_9"
1,820506,SD47CA201,5_2,"1_1, 1_6"
1,263506,SB12BA201,5_2,"1_1, 5_2"
1,820606,WF41PL701,5_2,"1_9, 5_2"
1,820606,WF41SL701,5_2,"1_9, 5_2"
1,S43006,SB21BC106,5_2,"5_2, 1_1"
1,818606,SS11BA201,5_2,"1_1, 1_G"
1,818506,SB71BA201,5_2,"1_1, 5_2"
1,820606,WS16BJ101,5_2,"1_E, 5_2"
1,820606,SL53SA201,5_2,"1_1, 5_2"
1,820606,SL40SA201,5_2,1_1
1,820606,SL38SA201,5_2,5_2
1,820606,SL31SA201,5_2,5_2
1,820606,SL22SA201,5_2,"5_2, 1_1"
1,260306,SB31BC103,5_2,"1_1, 1_6"
1,258106,WE41PL701,5_2,"1_1, 5_2"
1,258206,WL12CJ101,5_2,"1_E, 5_2"
1,820506,WE42BJ101,5_2,"1_E, 1_5"
1,S43206,SB12BA201,5_2,"1_1, 1_2"
1,815206,SN72SA201,5_2,"1_1, 5_2"
1,S09706,SB75BA201,5_2,"1_1, 5_2"
1,S44106,SB76BA201,5_2,"1_1, 5_2"
1,S44106,SB74BA201,5_2,"1_1, 5_2"
1,S44106,SB72BA201,5_2,"1_1, 5_2"
1,S44106,SB71BA201,5_2,"1_1, 5_2"
1,815206,8A000H910,5_2,"9_2, 5_2"
1,818806,SV41CA201,5_2,"5_2, 1_1"
1,819306,SV11BC101,5_2,"5_2, 1_E"
1,263506,WS15BJ101,5_2,"1_E, 1_1"
1,820606,WS13BJ101,5_2,"1_E, 5_2"
1,821606,SV23BA201,5_2,"1_1, 5_2"
1,821606,SV21BA201,5_2,"1_1, 5_2"
1,820606,WH11CJ101,5_2,"1_6, 1_E"
1,S42906,SD11BA201,5_2,"1_1, 5_2"
1,821406,SB16CA201,5_2,"1_1, 5_2"
1,410006,WC10BJ101,5_2,1_E
1,258106,WB14BJ102,5_2,"1_1, 1_E"
1,S43006,SB21BA201,5_2,"1_1, 5_2"
1,818606,WV22SL701,5_2,1_E
1,818506,WV22SL701,5_2,1_E
1,818606,SB78BA201,5_2,"1_1, 5_2"
1,818606,SB77BA201,5_2,"1_1, 5_2"
1,818606,SB71BA201,5_2,"1_1, 5_2"
1,820606,SL71SA201,5_2,"5_2, 1_1"
1,820606,SL68SA201,5_2,"5_2, 1_1"
1,249706,W1D11E811,5_2,1_5
1,820606,WF41BJ101,5_2,"1_E, 5_2"
1,S43006,SD19BA201,5_2,"1_1, 5_2"
1,S43006,SD18BA201,5_2,"1_1, 5_2"
1,S43006,SD16BA201,5_2,"1_1, 5_2"
1,S43006,SB41BA201,5_2,"1_1, 5_2"
1,820606,SS36BA201,5_2,"1_1, 1_G"
1,S43206,SB34BC106,5_2,"1_1, 5_2"
1,820606,WF71BJ101,5_2,"5_2, 1_E"
1,258106,WB13BJ101,5_2,"1_1, 1_E"
1,249806,WH11CT711,5_2,"1_1, 1_G"
1,819506,SS21BA201,5_2,"1_1, 1_G"
1,263206,SE41BA201,5_2,"1_1, 1_2"
1,263106,SE41BA201,5_2,"1_1, 1_2"
1,818306,SS14BA201,5_2,"1_1, 1_G"
1,250506,WE22BJ101,5_2,"5_2, 1_9"
1,819506,SF41CA201,5_2,"1_1, 5_2"
1,818406,SV11BA201,5_2,"5_2, 1_1"
1,815206,SN42SA201,5_2,"1_1, 5_2"
1,818106,SS16BA201,5_2,"1_1, 1_G"
1,817906,SV36BA201,5_2,"1_1, 5_2"
1,817806,SV36BA201,5_2,"1_1, 5_2"
1,243806,1A000E002,5_2,"1_G, 1_1"
1,258206,WT11BJ101,5_2,"1_1, 1_E"
1,258106,WT11BJ101,5_2,"1_1, 1_E"
1,258006,WT11BJ101,5_2,"1_1, 1_E"
1,260306,SB39BC103,5_2,"1_1, 1_6"
1,243606,1A000E002,5_2,"1_G, 1_1"
1,249506,WB77PJ101,5_2,"1_E, 1_6"
1,253706,SE52BA201,5_2,"1_1, 1_2"
1,815106,SD76BA201,5_2,"1_1, 1_E"
1,815106,SD75BA201,5_2,"1_1, 1_E"
1,817106,SD32BA201,5_2,"1_1, 5_2"
1,818306,SD18BA201,5_2,"1_1, 5_2"
1,818506,SV12BA201,5_2,"5_2, 1_1"
1,818406,SV12BA201,5_2,"5_2, 1_1"
1,253606,WE22BJ101,5_2,"5_2, 1_9"
1,102821,1A000E008,5_2,"1_G, 1_1"
1,818406,SV22BA201,5_2,"1_1, 5_2"
1,817506,WV14SL701,5_2,5_2
1,255706,N1D11T811,5_2,"1_1, 1_G"
1,255506,WT16PL701,5_2,"1_1, 5_2"
1,244006,SF11CA201,5_2,"1_1, 5_2"
1,815106,SD35BA201,5_2,"1_1, 5_2"
1,243506,WE22BJ101,5_2,"5_2, 1_9"
1,258306,SS17BA201,5_2,"1_1, 1_G"
1,255706,WH11CH716,5_2,"1_G, 1_1"
1,249606,SB38BA202,5_2,"1_1, 1_G"
1,255706,SS14BC101,5_2,"1_1, 5_2"
1,255706,SS13BA201,5_2,"1_1, 1_G"
1,251006,WF51BJ102,5_2,"5_2, 1_E"
1,819406,SS13BA201,5_2,"1_1, 1_G"
1,819406,SV32BA201,5_2,"1_1, 5_2"
1,816206,ND93CT711,5_2,"1_3, 1_1"
1,S43006,SD21BA201,5_2,"5_2, 1_1"
1,260206,SN21BA201,5_2,"1_1, 1_G"
1,818306,SD14BA201,5_2,"1_1, 5_2"
1,815106,WL11SL701,5_2,"5_2, 1_9"
1,818106,SD12BA201,5_2,"1_1, 5_2"
1,817906,SD17BA201,5_2,"1_1, 5_2"
1,255006,WE22BJ101,5_2,"5_2, 1_9"
1,818306,SS15BA201,5_2,"1_1, 1_G"
1,818506,SV44BA201,5_2,"5_2, 1_1"
1,818406,SV43BA201,5_2,"5_2, 1_1"
1,818406,SV42BA201,5_2,"5_2, 1_1"
1,818206,SS15BA201,5_2,"1_1, 1_G"
1,249606,SE32CA201,5_2,"1_1, 1_2"
1,255506,SS17BC101,5_2,"1_1, 5_2"
1,817406,SS27BA201,5_2,"1_1, 1_G"
1,817406,WD91BT1HM,5_2,"5_2, 1_G"
1,817906,WS16BJ101,5_2,"1_E, 5_2"
1,249506,SE31BA201,5_2,"1_1, 1_2"
1,409906,SE42BA201,5_2,"1_1, 1_2"
1,250906,SV77CC102,5_2,"5_2, 1_1"
1,250906,SV76CC102,5_2,"5_2, 1_1"
1,250906,SV73CC102,5_2,"5_2, 1_1"
1,817406,SS12BA201,5_2,"1_1, 1_G"
1,249606,SB51CA201,5_2,"1_1, 1_2"
1,254806,SE51BA201,5_2,"1_1, 1_2"
1,816006,SV41CA201,5_2,"5_2, 1_1"
1,253606,SB14BA201,5_2,"1_1, 5_2"
1,255706,SF61BA201,5_2,"1_1, 1_G"
1,255506,SF61BA201,5_2,"1_1, 1_G"
1,254506,SD18BA201,5_2,"1_1, 1_G"
1,816606,SD17CA201,5_2,"1_1, 5_2"
1,816606,NH11CH721,5_2,"5_2, 1_1"
1,254906,SD13BA201,5_2,"1_1, 1_G"
1,254806,SD13BA201,5_2,"1_1, 1_G"
1,256506,WS19BJ101,5_2,"1_E, 1_1"
1,256506,WS18BJ101,5_2,"1_E, 1_1"
1,256506,WS12BJ101,5_2,"1_E, 1_1"
1,254906,WD11PL701,5_2,"1_1, 1_6"
1,253406,SB16BA201,5_2,"1_1, 5_2"
1,253406,SB15BA201,5_2,"1_1, 5_2"
1,408606,WB32BJ101,5_2,"5_2, 1_E"
1,408606,WB31BJ101,5_2,"5_2, 1_E"
1,817306,SS25BA201,5_2,"1_1, 1_G"
1,409906,SE51BA201,5_2,"1_1, 5_2"
1,816106,ST11CA201,5_2,"1_1, 5_2"
1,816506,WB16CT731,5_2,"1_1, 1_G"
1,257606,SE51BA201,5_2,"1_1, 1_2"
1,408606,SE51BC102,5_2,"1_1, 5_2"
1,408606,SN22BA201,5_2,"1_1, 1_G"
1,816606,WE61PL701,5_2,"5_2, 1_9"
1,255006,SB17BC101,5_2,"1_1, 5_2"
1,255006,SB17BA201,5_2,"1_1, 5_2"
1,243806,SN21BA201,5_2,"1_1, 1_G"
1,816106,WN31PL701,5_2,"1_9, 5_2"
1,816006,SD14BA201,5_2,"1_1, 5_2"
1,409906,SB17CA201,5_2,"1_1, 1_G"
1,816706,SS14BA201,5_2,"1_1, 1_G"
1,816206,SD19BA201,5_2,"1_1, 5_2"
1,253506,SE41BA201,5_2,"1_1, 1_2"
1,253406,SE41BA201,5_2,"1_1, 1_2"
1,816606,SD13CC101,5_2,"1_1, 1_2"
1,816006,SE41BC101,5_2,"1_1, 1_2"
1,243406,SB38BC103,5_2,"1_1, 1_6"
1,243406,SB38BA201,5_2,"1_1, 1_G"
1,254906,SB13BA201,5_2,"1_1, 5_2"
1,255206,WF31CL701,5_2,"1_9, 9_2"
1,817306,SS13BC101,5_2,"1_1, 9_4"
1,817306,SS13BA201,5_2,"1_1, 1_G"
1,817306,SS11BA201,5_2,"1_1, 1_G"
1,254506,WT11BJ101,5_2,"1_1, 1_E"
1,408606,SK13BA201,5_2,"5_2, 1_4"
1,253506,SB13BA201,5_2,"1_1, 5_2"
1,409906,SE41BA201,5_2,"1_1, 1_2"
1,816106,N1D13T811,5_2,"1_1, 1_6"
1,816506,WH11CT711,5_2,"1_1, 1_G"
1,257606,SB14BA201,5_2,"1_1, 5_2"
1,257606,SB13BA201,5_2,"1_1, 5_2"
1,817006,SV35BA201,5_2,"1_1, 5_2"
1,817006,SV25BA201,5_2,"1_1, 5_2"
1,817006,SV21BA201,5_2,"1_1, 5_2"
1,817006,SV14BA201,5_2,"5_2, 1_1"
1,817006,SV11BA201,5_2,"5_2, 1_1"
1,S09406,SS24BC104,5_2,"1_1, 1_9"
1,253506,SS17BC101,5_2,"1_1, 5_2"
1,255306,SB16BC101,5_2,"1_1, 5_2"
1,816206,SD16BA201,5_2,"1_1, 5_2"
1,253306,NH11CH711,5_2,"1_1, 1_G"
1,257606,WB39PL701,5_2,"9_2, 1_9"
1,816006,SD18BA201,5_2,"1_1, 5_2"
1,816006,SD15BA201,5_2,"1_1, 5_2"
1,816606,WS14SL701,5_2,"1_9, 5_2"
1,816106,WF51PL701,5_2,"1_9, 1_E"
1,246806,SS14BC102,5_2,"1_1, 5_2"
1,816506,SD14CC102,5_2,"1_1, 1_2"
1,408606,SF41BA202,5_2,"1_1, 1_A"
1,257306,SS13BA201,5_2,"1_1, 1_G"
1,816006,SV26BC107,5_2,"1_1, 5_2"
1,816006,SV22BC107,5_2,"1_1, 5_2"
1,816506,SS15BC108,5_2,"1_1, 9_4"
1,242906,SB18BA201,5_2,"1_1, 5_2"
1,254506,WH12CJ101,5_2,"1_1, 1_E"
1,243106,SF11CA201,5_2,"1_1, 5_2"
1,408606,SS11BA201,5_2,"1_1, 1_G"
1,816506,SD17CA201,5_2,"1_1, 5_2"
1,816506,SD15CA201,5_2,"1_1, 5_2"
1,816506,SD11CA201,5_2,"1_1, 5_2"
1,816506,SD12CA201,5_2,"1_1, 5_2"
1,256406,WF21CL701,5_2,"1_9, 5_2"
1,816506,SS14BA201,5_2,"1_1, 1_G"
1,254706,SS15BA201,5_2,"1_1, 1_G"
1,816006,SD13BA201,5_2,"1_1, 5_2"
1,254706,SS13BA201,5_2,"1_1, 1_G"
1,816506,WD11CL701,5_2,"5_2, 9_2"
1,816006,SV13BC107,5_2,"5_2, 1_E"
1,816006,SV12BC101,5_2,"5_2, 1_E"
1,242906,SB18BA201,5_2,"1_1, 5_2"
1,242906,SE11CC101,5_2,"1_1, 5_2"
1,257306,SS13BA201,5_2,"1_1, 1_G"
1,265206,SS13BA201,5_2,"1_1, 1_G"
1,265206,SS11BA201,5_2,"1_1, 1_G"
1,825006,WD12CJ102,5_2,"5_2, 1_E"
1,265306,WF61BJ102,5_2,"5_2, 1_E"
1,825206,WF62PL701,5_2,"5_2, 1_1"
1,825206,SE12CA201,5_2,"1_1, 1_G"
1,825306,SS12BA202,5_2,"1_1, 1_G"
1,825906,SV11BA201,5_2,"5_2, 1_1"
1,824906,WS16CJ102,5_2,"1_E, 5_2"
1,824906,WS16CJ102,5_2,"1_E, 5_2"
1,824906,SK13CA201,5_2,"5_2, 1_1"
1,825306,SF31CC106,5_2,"9_4, 1_2"
1,825206,WN42PL701,5_2,"9_2, 5_2"
1,S44806,WF31CL701,5_2,1_6
1,S44906,SB34BA201,5_2,"1_1, 1_2"
1,S44806,SS12BA201,5_2,"1_1, 1_G"
1,825006,SB11CA201,5_2,"1_1, 5_2"
1,824906,SS36BA201,5_2,"1_1, 1_G"
1,825006,WD12CJ101,5_2,"5_2, 1_E"
1,265406,WT14PL701,5_2,"1_1, 5_2"
1,825906,WV25BJ102,5_2,"5_2, 1_1"
1,825906,WV24BJ102,5_2,"5_2, 1_1"
1,825806,WV24BJ102,5_2,"5_2, 1_1"
1,S45006,SE31BA201,5_2,"1_1, 1_2"
1,S45106,SS11BA201,5_2,"1_1, 1_G"
1,S44906,SS18BA201,5_2,"1_1, 1_G"
1,S44906,SS17BA201,5_2,"1_1, 1_G"
1,265606,WF11CJ101,5_2,"5_2, 1_9"
1,265806,SL14CA201,5_2,"1_6, 1_1"
1,825206,SS12BA201,5_2,"1_1, 1_G"
1,825206,SN22BA202,5_2,"1_1, 1_G"
1,S44806,NH11CH721,5_2,"1_3, 1_1"
1,S44806,NH11CD768,5_2,"5_2, 1_G"
1,824906,WD12BJ102,5_2,"5_2, 1_E"
1,825006,WN22CJ102,5_2,"5_2, 1_E"
1,825006,WE32CJ102,5_2,"5_2, 1_A"
1,S44506,WF21CL701,5_2,"5_2, 1_9"
1,410106,WS16BJ101,5_2,"1_E, 5_2"
1,410106,WB35BJ101,5_2,"5_2, 1_E"
1,410106,SE62CA201,5_2,"1_1, 5_2"
1,256106,SE21BA201,5_2,"1_1, 1_G"
1,814906,WA100FB12,1_1,"1_G, 1_1"
1,814906,WU83ST751,1_1,"1_1, 1_G"
1,242506,WH12CT711,1_1,"1_1, 1_G"
1,816306,WA500TB51,1_1,"1_G, 1_1"
1,815906,WV25ST742,1_1,"1_1, 1_G"
1,256306,WH11CH722,1_1,"1_G, 1_1"
1,S41906,NH32CK774,1_1,"1_1, 1_3"
1,409206,SF71CA201,1_1,"1_1, 1_G"
1,245606,N1D11T821,1_1,"1_1, 1_G"
1,256306,NH12CD71C,1_1,"1_1, 1_G"
1,S09306,SS23BA201,1_1,"1_1, 1_3"
1,102321,NH11CH714,1_1,"1_1, 1_3"
1,815906,WA100FB12,1_1,"1_G, 1_1"
1,816406,SD94CA201,1_1,"1_1, 5_2"
1,816406,WE52ST712,1_1,"1_1, 1_6"
1,247206,SD11BA201,1_1,"1_1, 1_G"
1,816306,WE52ST711,1_1,"1_1, 1_6"
1,408506,SE24BA201,1_1,"1_1, 1_G"
1,408506,SE11CA201,1_1,"1_1, 1_2"
1,816406,W1D12T853,1_1,"1_1, 6_1"
1,814906,WB16PT731,1_1,"1_1, 1_G"
1,256306,N1D11F883,1_1,"1_1, 1_G"
1,815006,SD31BA201,1_1,"1_1, 5_2"
1,408506,WA100FB12,1_1,"1_G, 1_D"
1,252106,WH11CT711,1_1,"1_1, 1_G"
1,251706,WH11CT711,1_1,"1_1, 1_G"
1,814906,WS55PF751,1_1,"1_G, 1_1"
1,815006,SS40BA201,1_1,"1_1, 1_G"
1,408506,WE62PL701,1_1,1_8
1,814906,WB36PT754,1_1,"1_1, 1_2"
1,409406,SF41BA201,1_1,"1_1, 1_A"
1,245606,WH11CY711,1_1,"1_G, 1_1"
1,254206,SF61BA201,1_1,"1_1, 1_G"
1,252106,SF61BA201,1_1,"1_1, 1_G"
1,251906,SF61BA201,1_1,"1_1, 1_G"
1,252206,SF61BA201,1_1,"1_1, 1_G"
1,815906,ND93CT738,1_1,"1_3, 1_1"
1,409306,WM1-ABM29,1_1,"1_1, 6_1"
1,242606,WB31BJ101,1_1,"1_E, 1_1"
1,409206,WA100TB11,1_1,"1_G, 1_1"
1,242806,WD14PL701,1_1,"1_1, 1_6"
1,S42006,WA100TB11,1_1,"1_1, 1_G"
1,254406,WH11CT711,1_1,"1_1, 1_G"
1,254206,SB12BA201,1_1,"1_1, 5_2"
1,251506,WA230EB11,1_1,"1_G, 1_1"
1,251606,WA230EB11,1_1,"1_G, 1_1"
1,245506,SB39BA201,1_1,"1_1, 1_G"
1,248106,WS13PT771,1_1,"1_G, 1_1"
1,409306,SF51BA201,1_1,"1_1, 1_G"
1,409306,ST21CC102,1_1,"1_1, 9_3"
1,409306,ST21CC101,1_1,"1_1, 9_3"
1,409406,SG22AA201,1_1,"1_1, 1_7"
1,242006,WH11CY711,1_1,"1_G, 1_1"
1,242506,WH11CY711,1_1,"1_G, 1_1"
1,251806,WA300TB31,1_1,"1_1, 1_6"
1,409206,SN21CA201,1_1,"1_1, 1_G"
1,S41206,SE11CA201,1_1,"1_1, 1_G"
1,S09206,SF51BA201,1_1,"1_1, 1_2"
1,S09006,NH51CD71D,1_1,"1_G, 1_1"
1,815906,ND93CT711,1_1,"1_3, 1_1"
1,409306,ST12CC101,1_1,"1_1, 1_7"
1,409206,ST12CA201,1_1,"1_1, 1_A"
1,S41106,SB13BC108,1_1,"1_1, 1_2"
1,815906,SV36BA201,1_1,"1_1, 5_2"
1,409206,ST11CA201,1_1,"1_1, 1_A"
1,814906,SN25BA201,1_1,"1_1, 1_G"
1,254406,WA230EB11,1_1,"1_G, 1_1"
1,252006,WA230EB11,1_1,"1_G, 1_1"
1,246706,WA100TB12,1_1,"1_1, 1_G"
1,S08706,SB19BA201,1_1,"1_1, 1_2"
1,S08606,SB19BA201,1_1,"1_1, 1_2"
1,254306,SB52CC101,1_1,"1_2, 1_1"
1,408506,SD11BC101,1_1,1_2
1,409206,SF11CA201,1_1,"1_1, 5_2"
1,242406,SB13BA201,1_1,"1_1, 5_2"
1,814806,WE11CE711,1_1,1_3
1,409406,SS39BA201,1_1,"1_1, 1_2"
